Orthogroup_ID	CAFE_p-value	Gene_Group	Group_function	Gene_Name	D_melanogaster	I_luminosus	P_pyralis	C_septempunctata	A_verrucosus	T_castaneum	Z_morio	T_molitor	D_ponderosae	R_ferrugineus	A_obtectus	B_siliquastri	C_chinensis	C_maculatus	max_delta_GF	transcript_ID_native	Flybase	Flybase_summary
N0.HOG0001378	0.0	None	None	Megator (from API summary)	1	1	2	1	2	1	1	1	1	4	2	1	1	8	7	rna-NM_001273974.1	FBgn0013756	The gene Megator is referred to in FlyBase by the symbol Dmel\Mgtor (CG8274, FBgn0013756). It is a protein_coding_gene from Dmel. It has 2 annotated transcripts and 2 polypeptides (1 unique). Gene sequence location is 2R:11852617..11861202. Its molecular function is described by: histone acetyltransferase binding; chromatin DNA binding; ribonucleoprotein complex binding; protein binding; structural constituent of nuclear pore. It is involved in the biological process described with 24 unique terms, many of which group under: response to stress; mRNA transport; response to heat; response to endoplasmic reticulum stress; homeostatic process. 15 alleles are reported. The phenotypes of these alleles manifest in: somatic precursor cell; germline cell; non-connected functional system; segmental subdivision of organ system; external sensory organ. The phenotypic classes of alleles include: phenotype; some die during P-stage; abnormal cell number; visible. Summary of modENCODE Temporal Expression Profile:  Temporal profile ranges from a peak of high expression to a trough of moderate expression.  Peak expression observed within 00-12 hour embryonic stages, in adult female stages.
N0.HOG0001379	0.0	Gene Group 32	chromatin organization and transcription regulation	uncharacterized protein(CG13775)	1	1	1	2	1	1	1	1	1	1	17	1	2	4	16	rna-NM_001298765.1	FBgn0031874	This gene is referred to in FlyBase by the symbol Dmel\CG13775 (FBgn0031874). It is a protein_coding_gene from Dmel. It has 3 annotated transcripts and 3 polypeptides (2 unique). Gene sequence location is 2L:6954357..6956950. Its molecular function is described by: DNA binding; protein dimerization activity. The biological processes in which it is involved are not known. 13 alleles are reported. The phenotypes of these alleles manifest in: wing; embryonic/larval hemocyte. The phenotypic classes of alleles include: visible; viable. Summary of modENCODE Temporal Expression Profile:  Temporal profile ranges from a peak of moderate expression to a trough of very low expression.  Peak expression observed within 00-12 hour embryonic stages.
N0.HOG0001388	0.025	None	None	Matrix metalloproteinase 1 (from API summary)	1	3	10	3	1	1	1	1	1	1	2	1	1	1	9	rna-NM_166683.2	FBgn0035049	The gene Matrix metalloproteinase 1 is referred to in FlyBase by the symbol Dmel\Mmp1 (CG4859, FBgn0035049). It is a protein_coding_gene from Dmel. It has 10 annotated transcripts and 10 polypeptides (6 unique). Gene sequence location is 2R:24671294..24688184. Its molecular function is described by: metalloendopeptidase activity; zinc ion binding; metallopeptidase activity. It is involved in the biological process described with 20 unique terms, many of which group under: system development; response to wounding; response to stress; extracellular matrix organization; response to stimulus. 43 alleles are reported. The phenotypes of these alleles manifest in: plasma membrane bounded cell projection; cellular anatomical structure; extracellular matrix; larval abdominal intersegmental nerve; embryonic heart cardioblast. The phenotypic classes of alleles include: fertile; phenotype; abnormal stress response; increased mortality. Summary of modENCODE Temporal Expression Profile:  Temporal profile ranges from a peak of very high expression to a trough of extremely low expression.  Peak expression observed at stages throughout the pupal period.
N0.HOG0001396	0.001	Gene Group 36	neurological (mostly uncharacterized)	uncharacterized protein(CG46025)	1	2	1	1	1	1	1	1	1	1	3	2	2	9	8	rna-NM_001316384.1	FBgn0267689	This gene is referred to in FlyBase by the symbol Dmel\CG46025 (FBgn0267689). It is a protein_coding_gene from Dmel. It has 5 annotated transcripts and 5 polypeptides (4 unique). Gene sequence location is 2L:7754174..7765915. Its molecular function is described by: . It is involved in the biological process described with: . 12 alleles are reported. No phenotypic data is available. The phenotypic class of alleles includes: viable.
N0.HOG0001403	0.012	Gene Group 29,Gene Group 30	G-protein coupled receptor (and other?),pheromone sensing	Dopamine 2-like receptor(Dop2R)	1	2	2	2	2	1	1	1	5	1	4	1	3	1	4	rna-NM_001014758.3	FBgn0053517	The gene Dopamine 2-like receptor is referred to in FlyBase by the symbol Dmel\Dop2R (CG33517, FBgn0053517). It is a protein_coding_gene from Dmel. It has 6 annotated transcripts and 6 polypeptides (all unique). Gene sequence location is X:20004680..20062706. Its molecular function is described by: G protein-coupled amine receptor activity; G protein-coupled receptor activity; dopamine neurotransmitter receptor activity, coupled via Gi/Go. It is involved in the biological process described with: G protein-coupled dopamine receptor signaling pathway; G protein-coupled receptor signaling pathway; anesthesia-resistant memory. 31 alleles are reported. No phenotypic data is available. The phenotypic classes of alleles include: abnormal feeding behavior; abnormal memory; abnormal sleep; viable; abnormal locomotor behavior. Summary of modENCODE Temporal Expression Profile:  Temporal profile ranges from a peak of moderate expression to a trough of extremely low expression.  Peak expression observed within 18-24 hour embryonic stages.
N0.HOG0001411	0.006	Gene Group 36	neurological (mostly uncharacterized)	uncharacterized protein(CG15712)	2	1	1	1	6	2	4	7	1	1	1	1	1	1	6	rna-NM_137287.2	FBgn0034131	This gene is referred to in FlyBase by the symbol Dmel\CG15712 (FBgn0034131). It is a protein_coding_gene from Dmel. It has one annotated transcript and one polypeptide. Gene sequence location is 2R:16484841..16485552. Its molecular function is described by: . It is involved in the biological process described with: . 4 alleles are reported. No phenotypic data is available. The phenotypic class of alleles includes: viable. Summary of modENCODE Temporal Expression Profile:  Temporal profile ranges from a peak of moderate expression to a trough of no expression detected.  Peak expression observed within 12-18 embryonic stages, during early larval stages.
N0.HOG0001419	0.0	Gene Group 18	uncharacterized	uncharacterized protein(CG31826)	1	17	2	1	1	1	1	1	1	1	1	1	1	1	16	rna-NM_165131.3	FBgn0051826	This gene is referred to in FlyBase by the symbol Dmel\CG31826 (FBgn0051826). It is a protein_coding_gene from Dmel. It has 2 annotated transcripts and 2 polypeptides (1 unique). Gene sequence location is 2L:15771263..15773113. Its molecular function is described by: phosphatidylinositol bisphosphate binding. The biological processes in which it is involved are not known. 5 alleles are reported. No phenotypic data is available. The phenotypic class of alleles includes: viable. Summary of modENCODE Temporal Expression Profile:  Temporal profile ranges from a peak of moderately high expression to a trough of extremely low expression.  Peak expression observed in adult male stages.
N0.HOG0001420	0.004	None	None	painless (from API summary)	1	8	1	1	1	1	3	3	1	3	1	1	1	1	7	rna-NM_138135.2	FBgn0060296	The gene painless is referred to in FlyBase by the symbol Dmel\pain (CG15860, FBgn0060296). It is a protein_coding_gene from Dmel. It has 3 annotated transcripts and 3 polypeptides (all unique). Gene sequence location is 2R:24921505..24928275. Its molecular function is described by: calcium-activated cation channel activity; transmembrane transporter activity; monoatomic ion channel activity; calcium channel activity. It is involved in the biological process described with 23 unique terms, many of which group under: behavior; establishment of localization; monoatomic ion transport; metal ion transport; cellular process. 29 alleles are reported. The phenotypes of these alleles manifest in: Johnston organ neuron; embryonic/larval heart; scutellar bristle. The phenotypic classes of alleles include: phenotype; abnormal sensory perception; abnormal behavior; abnormal stress response. Summary of modENCODE Temporal Expression Profile:  Temporal profile ranges from a peak of moderately high expression to a trough of extremely low expression.  Peak expression observed within 12-24 hour embryonic stages, during late larval stages, at stages throughout the pupal period.
N0.HOG0001429	0.0	None	None	None	1	1	1	1	1	1	1	1	1	1	1	1	15	1	14	rna-NM_141631.3	FBgn0037687	This gene is referred to in FlyBase by the symbol Dmel\CG8132 (FBgn0037687). It is a protein_coding_gene from Dmel. It has one annotated transcript and one polypeptide. Gene sequence location is 3R:9401495..9402618. Its molecular function is described by: hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds, in linear amides; omega-amidase activity. It is involved in the biological process described with: oxaloacetate metabolic process; asparagine metabolic process; glutamine metabolic process. 8 alleles are reported. The phenotype of these alleles manifest in: eye. The phenotypic classes of alleles include: visible; viable; fertile. Summary of modENCODE Temporal Expression Profile:  Temporal profile ranges from a peak of moderately high expression to a trough of moderate expression.  Peak expression observed within 00-06 hour embryonic stages, during early larval stages, in stages of adults of both sexes.
N0.HOG0001439	0.012	None	None	Linear Ubiquitin E3 ligase (from API summary)	1	1	1	1	2	2	1	1	1	1	3	1	6	5	5	rna-NM_164709.4	FBgn0031857	The gene Linear Ubiquitin E3 ligase is referred to in FlyBase by the symbol Dmel\LUBEL (CG11321, FBgn0031857). It is a protein_coding_gene from Dmel. It has 9 annotated transcripts and 9 polypeptides (7 unique). Gene sequence location is 2L:6759829..6772755. Its molecular function is described by 6 unique terms, many of which group under: protein binding; catalytic activity, acting on a protein; binding; catalytic activity; modification-dependent protein binding. It is involved in the biological process described with: heat acclimation; defense response to Gram-negative bacterium; protein linear polyubiquitination; positive regulation of peptidoglycan recognition protein signaling pathway; protein polyubiquitination. 11 alleles are reported. The phenotypes of these alleles manifest in: dorsal longitudinal indirect flight muscle cell; adult gut. The phenotypic classes of alleles include: phenotype; abnormal flight; abnormal heat stress response; abnormal stress response. Summary of modENCODE Temporal Expression Profile:  Temporal profile ranges from a peak of moderately high expression to a trough of extremely low expression.  Peak expression observed during late pupal stages, in adult male stages.
N0.HOG0001442	0.009	None	None	retinal degeneration C (from API summary)	1	1	5	1	1	1	1	1	3	1	2	1	2	4	4	rna-NM_176367.3	FBgn0265959	The gene retinal degeneration C is referred to in FlyBase by the symbol Dmel\rdgC (CG44746, FBgn0265959). It is a protein_coding_gene from Dmel. It has 5 annotated transcripts and 5 polypeptides (3 unique). Gene sequence location is 3L:20248080..20265554. Its molecular function is described by 8 unique terms, many of which group under: hydrolase activity; catalytic activity; small molecule binding; ion binding; metal ion binding. It is involved in the biological process described with: detection of stimulus involved in sensory perception; negative regulation of opsin-mediated signaling pathway; phototransduction; calcium-mediated signaling; thermotaxis. 23 alleles are reported. The phenotypes of these alleles manifest in: cell projection; rhabdomere; cellular anatomical structure; plasma membrane bounded cell projection; photoreceptor cell R3. The phenotypic classes of alleles include: phenotype; abnormal temperature response; abnormal visual behavior; visible.
