Orthogroup_ID	CAFE_p-value	GF_Cluster	Cluster_function	repeat_correlation_slope	repeat_correlation_p-value	GS_correlation_slope	GS_correlation_p-value	Gene_Name	D_melanogaster	I_luminosus	P_pyralis	C_septempunctata	A_verrucosus	T_castaneum	Z_morio	T_molitor	D_ponderosae	R_ferrugineus	A_obtectus	B_siliquastri	C_chinensis	C_maculatus	max_delta_GF	transcript_ID_native	Flybase	Flybase_summary
N0.HOG0001442	0.009	None	None	0.013397404573840274	0.3644473553675832	0.0011678363424070146	0.1256318437941441	retinal degeneration C (from API summary)	1	1	5	1	1	1	1	1	3	1	2	1	2	4	4	rna-NM_176367.3	FBgn0265959	The gene retinal degeneration C is referred to in FlyBase by the symbol Dmel\rdgC (CG44746, FBgn0265959). It is a protein_coding_gene from Dmel. It has 5 annotated transcripts and 5 polypeptides (3 unique). Gene sequence location is 3L:20248080..20265554. Its molecular function is described by 8 unique terms, many of which group under: hydrolase activity; catalytic activity; small molecule binding; ion binding; metal ion binding. It is involved in the biological process described with: detection of stimulus involved in sensory perception; negative regulation of opsin-mediated signaling pathway; phototransduction; calcium-mediated signaling; thermotaxis. 23 alleles are reported. The phenotypes of these alleles manifest in: cell projection; rhabdomere; cellular anatomical structure; plasma membrane bounded cell projection; photoreceptor cell R3. The phenotypic classes of alleles include: phenotype; abnormal temperature response; abnormal visual behavior; visible.
N0.HOG0001445	0.019	Gene Group 30	pheromone sensing	0.0273711792434145	0.04041680474275775	0.0017711083277690371	0.008667606160754479	muscarinic Acetylcholine Receptor, A-type(mAChR-A)	1	2	4	1	1	1	2	1	1	3	5	1	2	2	4	rna-NM_079120.3	FBgn0000037	The gene muscarinic Acetylcholine Receptor, A-type is referred to in FlyBase by the symbol Dmel\mAChR-A (CG4356, FBgn0000037). It is a protein_coding_gene from Dmel. It has 2 annotated transcripts and 2 polypeptides (all unique). Gene sequence location is 2R:24378630..24390294. Its molecular function is described by: G protein-coupled acetylcholine receptor activity; G protein-coupled amine receptor activity; G protein-coupled receptor activity. It is involved in the biological process described with 6 unique terms, many of which group under: trans-synaptic signaling; phospholipase C-activating G protein-coupled receptor signaling pathway; chemical synaptic transmission; biological regulation; signal transduction. 24 alleles are reported. The phenotypes of these alleles manifest in: adult antennal lobe local neuron; mesonotum. The phenotypic classes of alleles include: abnormal neurophysiology; visible; viable; abnormal chemosensory behavior; abnormal memory. Summary of modENCODE Temporal Expression Profile:  Temporal profile ranges from a peak of moderate expression to a trough of extremely low expression.  Peak expression observed within 12-24 hour embryonic stages, during early larval stages, during late pupal stages, in adult male stages.
N0.HOG0001474	0.012	Gene Group 29	microtubule	-0.022315361658146245	0.14101298982429206	-0.0012894773361381898	0.10751559816211662	Kinesin-like protein at 61F(Klp61F)	2	2	1	1	4	7	1	1	2	1	1	1	1	1	6	rna-NM_057470.5	FBgn0004378	The gene Kinesin-like protein at 61F is referred to in FlyBase by the symbol Dmel\Klp61F (CG9191, FBgn0004378). It is a protein_coding_gene from Dmel. It has one annotated transcript and one polypeptide. Gene sequence location is 3L:1241568..1245910. Its molecular function is described by 6 unique terms, many of which group under: binding; cytoskeletal motor activity; ATP-dependent activity; protein binding; polypeptide conformation or assembly isomerase activity. It is involved in the biological process described with 13 unique terms, many of which group under: microtubule-based process; cellular component organization; cytoskeleton organization; cell cycle; microtubule-based movement. 37 alleles are reported. The phenotypes of these alleles manifest in: larval tagma; adult abdominal segment 6; spermatocyte cyst; larval PNS neuron; chromosome. The phenotypic classes of alleles include: lethal; increased mortality during development; some die during larval stage; phenotype. Summary of modENCODE Temporal Expression Profile:  Temporal profile ranges from a peak of high expression to a trough of very low expression.  Peak expression observed within 00-12 hour embryonic stages.
N0.HOG0001487	0.001	Gene Group 26	glycolysis and early development (and other)	0.001357449388302349	0.9316569707923621	0.0007521180769505784	0.3643920912126587	uncharacterized protein(CG17364)	1	1	1	1	2	1	1	2	5	1	5	1	1	3	4	rna-NM_176328.3	FBgn0036391	This gene is referred to in FlyBase by the symbol Dmel\CG17364 (FBgn0036391). It is a protein_coding_gene from Dmel. It has 4 annotated transcripts and 4 polypeptides (3 unique). Gene sequence location is 3L:13977905..13993400. Its molecular function is unknown. The biological processes in which it is involved are not known. 7 alleles are reported. No phenotypic data is available. No phenotypic class data is available. Summary of modENCODE Temporal Expression Profile:  Temporal profile ranges from a peak of moderate expression to a trough of extremely low expression.  Peak expression observed within 18-24 hour embryonic stages, during early larval stages, during late pupal stages, in adult male stages.
N0.HOG0001492	0.007	None	None	-0.004604079329105796	0.8124475962560335	0.0008744434938981574	0.39107433522590884	Palmitoyl-protein thioesterase 1 (from API summary)	1	12	5	1	1	1	1	1	1	1	1	1	1	1	11	rna-NM_001298095.2	FBgn0030057	The gene Palmitoyl-protein thioesterase 1 is referred to in FlyBase by the symbol Dmel\Ppt1 (CG12108, FBgn0030057). It is a protein_coding_gene from Dmel. It has 2 annotated transcripts and 2 polypeptides (1 unique). Gene sequence location is X:8688627..8690227. Its molecular function is described by: palmitoyl hydrolase activity; serine hydrolase activity; palmitoyl-(protein) hydrolase activity; long-chain fatty acyl-CoA hydrolase activity. It is involved in the biological process described with 6 unique terms, many of which group under: multicellular organismal process; nervous system development; system development; cell differentiation; plasma membrane bounded cell projection organization. 15 alleles are reported. The phenotypes of these alleles manifest in: tract neuropil; plasma membrane bounded cell projection; abdominal sensory neuron; ganglion mother cell GMC4-2a; nephrocyte. The phenotypic classes of alleles include: fertile; phenotype; visible; increased mortality. Summary of modENCODE Temporal Expression Profile:  Temporal profile ranges from a peak of moderately high expression to a trough of low expression.  Peak expression observed within 00-12 hour embryonic stages, during early pupal stages.
N0.HOG0001501	0.008	Gene Group 30	pheromone sensing	-0.003744318501818297	0.7943577919188314	-0.00017015596431793894	0.8242795122003647	Adipokinetic hormone receptor(AkhR)	1	1	1	1	4	2	4	2	3	1	3	1	1	2	3	rna-NM_205917.3	FBgn0025595	The gene Adipokinetic hormone receptor is referred to in FlyBase by the symbol Dmel\AkhR (CG11325, FBgn0025595). It is a protein_coding_gene from Dmel. It has 4 annotated transcripts and 4 polypeptides (2 unique). Gene sequence location is 2L:6711286..6716186. Its molecular function is described by: neuropeptide receptor activity; adipokinetic hormone receptor activity; G protein-coupled receptor activity; adipokinetic hormone binding. It is involved in the biological process described with 9 unique terms, many of which group under: homeostatic process; chemical homeostasis; lipid homeostasis; response to stimulus; carbohydrate homeostasis. 36 alleles are reported. The phenotypes of these alleles manifest in: wing; lipid droplet; interoceptive SEZ neuron; adult fat body; embryonic/larval midgut. The phenotypic classes of alleles include: phenotype; abnormal neuroanatomy; abnormal stress response; decreased rate of adult locomotory behavior. Summary of modENCODE Temporal Expression Profile:  Temporal profile ranges from a peak of moderately high expression to a trough of extremely low expression.  Peak expression observed during late larval stages, during early pupal stages.
N0.HOG0001502	0.0	None	None	0.010770551066253799	0.5079240083602048	0.0006616362527333383	0.4441799543134195	Coenzyme Q5 (from API summary)	1	1	1	1	2	1	1	8	1	1	2	1	3	3	7	rna-NM_001298265.1	FBgn0030460	The gene Coenzyme Q5 is referred to in FlyBase by the symbol Dmel\Coq5 (CG2453, FBgn0030460). It is a protein_coding_gene from Dmel. It has 3 annotated transcripts and 3 polypeptides (1 unique). Gene sequence location is X:13193094..13194551. Its molecular function is described by: 2-methoxy-6-polyprenyl-1,4-benzoquinol methyltransferase activity; methyltransferase activity. It is involved in the biological process described with: ubiquinone biosynthetic process. 4 alleles are reported. No phenotypic data is available. The phenotypic classes of alleles include: lethal; viable. Summary of modENCODE Temporal Expression Profile:  Temporal profile ranges from a peak of moderately high expression to a trough of moderate expression.  Peak expression observed within 00-06 hour embryonic stages, during early larval stages, in adult female stages.
N0.HOG0001504	0.0	None	None	0.029320989978239183	0.13158563043495217	0.0029176029183507995	0.0007789500156488085	None	1	7	1	1	1	1	1	1	1	1	2	1	7	6	6	rna-NM_145338.2	FBgn0034460	This gene is referred to in FlyBase by the symbol Dmel\CG18367 (FBgn0034460). It is a protein_coding_gene from Dmel. It has one annotated transcript and one polypeptide. Gene sequence location is 2R:19636660..19637400. Its molecular function is unknown. The biological processes in which it is involved are not known. 4 alleles are reported. No phenotypic data is available. The phenotypic class of alleles includes: viable. Summary of modENCODE Temporal Expression Profile:  Temporal profile ranges from a peak of very high expression to a trough of no expression detected.  Peak expression observed during late pupal stages.
N0.HOG0001529	0.001	None	None	-0.0033432547821094396	0.655036813432513	-0.00013356628249179103	0.7383152550765937	NADH dehydrogenase (ubiquinone) 51 kDa subunit-like 1 (from API summary)	2	1	2	1	1	1	1	1	1	1	1	1	2	1	1	rna-NM_137394.2	FBgn0034251	The gene NADH dehydrogenase (ubiquinone) 51 kDa subunit-like 1 is referred to in FlyBase by the symbol Dmel\ND-51L1 (CG11423, FBgn0034251). It is a protein_coding_gene from Dmel. It has one annotated transcript and one polypeptide. Gene sequence location is 2R:17595267..17597409. Its molecular function is described by: FMN binding; NAD binding; NADH dehydrogenase (ubiquinone) activity; 4 iron, 4 sulfur cluster binding. It is involved in the biological process described with: mitochondrial electron transport, NADH to ubiquinone. 3 alleles are reported. The phenotypes of these alleles manifest in: larval multidendritic neuron; mitochondrion; synapse. The phenotypic class of alleles includes: viable. Summary of modENCODE Temporal Expression Profile:  Temporal profile ranges from a peak of moderately high expression to a trough of no expression detected.  Peak expression observed in adult male stages.
N0.HOG0001557	0.004	None	None	-0.004041031196162577	0.7878287870857422	-0.000531614723558341	0.5032281896530986	SR-related CTD associated factor 6 (from API summary)	1	1	4	1	2	1	1	5	1	1	2	3	1	1	4	rna-NM_001014589.4	FBgn0261872	The gene SR-related CTD associated factor 6 is referred to in FlyBase by the symbol Dmel\scaf6 (CG33522, FBgn0261872). It is a protein_coding_gene from Dmel. It has 3 annotated transcripts and 3 polypeptides (all unique). Gene sequence location is 3L:17036859..17042574. Its molecular function is described by: nucleic acid binding; RNA binding. It is involved in the biological process described with: RNA processing; intracellular calcium ion homeostasis. 8 alleles are reported. The phenotypes of these alleles manifest in: trichogen cell; mesonotum. The phenotypic classes of alleles include: visible; viable; lethal; abnormal flight; fertile.
